Fighter1,Fighter2,Winner?,Fight Method,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed F1R1,Total Strike Missed F1R1,Non-Sig. Strike Landed F1R1,Non-Sig. Strike Missed F1R1,Sig. Strike Landed F1R1,Sig. Strike Missed F1R1,Head F1R1,Body F1R1,Leg F1R1,Distance F1R1,Clinch F1R1,Ground F1R1,Knockdowns F1R1,TD Completed F1R1,TD Missed F1R1,Sub. Att F1R1,Rev. F1R1,Ctrl Time (Minutes) F1R1,Winner?,Total Strike Landed F2R1,Total Strike Missed F2R1,Non-Sig. Strike Landed F2R1,Non-Sig. Strike Missed F2R1,Sig. Strike Landed F2R1,Sig. Strike Missed F2R1,Head F2R1,Body F2R1,Leg F2R1,Distance F2R1,Clinch F2R1,Ground F2R1,Knockdowns F2R1,TD Completed F2R1,TD Missed F2R1,Sub. Att F2R1,Rev. F2R1,Ctrl Time (Minutes) F2R1,Total Strike Landed F1R2,Total Strike Missed F1R2,Non-Sig. Strike Landed F1R2,Non-Sig. Strike Missed F1R2,Sig. Strike Landed F1R2,Sig. Strike Missed F1R2,Head F1R2,Body F1R2,Leg F1R2,Distance F1R2,Clinch F1R2,Ground F1R2,Knockdowns F1R2,TD Completed F1R2,TD Missed F1R2,Sub. Att F1R2,Rev. F1R2,Ctrl Time (Minutes) F1R2,Total Strike Landed F2R2,Total Strike Missed F2R2,Non-Sig. Strike Landed F2R2,Non-Sig. Strike Missed F2R2,Sig. Strike Landed F2R2,Sig. Strike Missed F2R2,Head F2R2,Body F2R2,Leg F2R2,Distance F2R2,Clinch F2R2,Ground F2R2,Knockdowns F2R2,TD Completed F2R2,TD Missed F2R2,Sub. Att F2R2,Rev. F2R2,Ctrl Time (Minutes) F2R2,Total Strike Landed F1R3,Total Strike Missed F1R3,Non-Sig. Strike Landed F1R3,Non-Sig. Strike Missed F1R3,Sig. Strike Landed F1R3,Sig. Strike Missed F1R3,Head F1R3,Body F1R3,Leg F1R3,Distance F1R3,Clinch F1R3,Ground F1R3,Knockdowns F1R3,TD Completed F1R3,TD Missed F1R3,Sub. Att F1R3,Rev. F1R3,Ctrl Time (Minutes) F1R3,Total Strike Landed F2R3,Total Strike Missed F2R3,Non-Sig. Strike Landed F2R3,Non-Sig. Strike Missed F2R3,Sig. Strike Landed F2R3,Sig. Strike Missed F2R3,Head F2R3,Body F2R3,Leg F2R3,Distance F2R3,Clinch F2R3,Ground F2R3,Knockdowns F2R3,TD Completed F2R3,TD Missed F2R3,Sub. Att F2R3,Rev. F2R3,Ctrl Time (Minutes) F2R3,Total Strike Landed F1R4,Total Strike Missed F1R4,Non-Sig. Strike Landed F1R4,Non-Sig. Strike Missed F1R4,Sig. Strike Landed F1R4,Sig. Strike Missed F1R4,Head F1R4,Body F1R4,Leg F1R4,Distance F1R4,Clinch F1R4,Ground F1R4,Knockdowns F1R4,TD Completed F1R4,TD Missed F1R4,Sub. Att F1R4,Rev. F1R4,Ctrl Time (Minutes) F1R4,Total Strike Landed F2R4,Total Strike Missed F2R4,Non-Sig. Strike Landed F2R4,Non-Sig. Strike Missed F2R4,Sig. Strike Landed F2R4,Sig. Strike Missed F2R4,Head F2R4,Body F2R4,Leg F2R4,Distance F2R4,Clinch F2R4,Ground F2R4,Knockdowns F2R4,TD Completed F2R4,TD Missed F2R4,Sub. Att F2R4,Rev. F2R4,Ctrl Time (Minutes) F2R4,Total Strike Landed F1R5,Total Strike Missed F1R5,Non-Sig. Strike Landed F1R5,Non-Sig. Strike Missed F1R5,Sig. Strike Landed F1R5,Sig. Strike Missed F1R5,Head F1R5,Body F1R5,Leg F1R5,Distance F1R5,Clinch F1R5,Ground F1R5,Knockdowns F1R5,TD Completed F1R5,TD Missed F1R5,Sub. Att F1R5,Rev. F1R5,Ctrl Time (Minutes) F1R5,Total Strike Landed F2R5,Total Strike Missed F2R5,Non-Sig. Strike Landed F2R5,Non-Sig. Strike Missed F2R5,Sig. Strike Landed F2R5,Sig. Strike Missed F2R5,Head F2R5,Body F2R5,Leg F2R5,Distance F2R5,Clinch F2R5,Ground F2R5,Knockdowns F2R5,TD Completed F2R5,TD Missed F2R5,Sub. Att F2R5,Rev. F2R5,Ctrl Time (Minutes) F2R5
Petr Yan,Sean O'Malley,0,Decision - Split,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29. Vito Paolillo 29 - 28. David Lethaby 28 - 29.,Bantamweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,28,13,9,1,19,12,5,3,11,17,2,0,0,1,2,0,0,1.166666667,0,23,32,0,0,23,32,13,3,7,23,0,0,0,0,1,0,0,0.033333333,45,17,21,2,24,15,12,7,5,17,2,5,0,3,0,0,0,2.7,22,17,1,1,21,16,17,1,3,21,0,0,0,0,0,0,0,0,24,12,9,1,15,11,7,3,5,13,1,1,0,2,5,0,0,1.866666667,46,31,6,0,40,31,33,2,5,36,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beneil Dariush,Mateusz Gamrot,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Daniel Movahedi,Junichiro Kamijo 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 28 - 29.,Lightweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,13,17,4,0,9,17,2,4,3,7,1,1,0,0,0,0,0,0.083333333,1,13,4,4,0,9,4,8,1,0,6,3,0,0,2,4,0,0,1.366666667,32,36,1,0,31,36,19,8,4,27,0,4,0,0,0,0,0,0.05,15,32,0,0,15,32,9,4,2,14,1,0,0,1,6,0,0,0.166666667,22,18,3,0,19,18,14,3,2,18,1,0,1,0,0,0,0,0.433333333,10,12,1,0,9,12,5,4,0,9,0,0,0,1,5,0,0,0.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katlyn Cerminara,Manon Fiorot,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Jason Herzog,David Lethaby 28 - 29. Anders Ohlsson 28 - 29. Vito Paolillo 28 - 29.,Women's Flyweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,25,61,0,0,25,61,13,5,7,25,0,0,0,0,0,0,0,0,0,29,55,0,0,29,55,15,4,10,29,0,0,0,0,0,0,0,0,23,71,0,0,23,71,12,5,6,21,2,0,0,0,0,0,0,0,43,52,0,0,43,52,29,7,7,43,0,0,0,0,0,0,0,0,28,78,0,0,28,78,10,11,7,26,2,0,0,0,0,0,0,0,27,74,1,0,26,74,14,5,7,24,2,0,0,1,1,0,0,0.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belal Muhammad,Sean Brady,1,KO/TKO,4:47,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance,Welterweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,2,26,54,0,0,26,54,18,6,2,26,0,0,0,0,0,0,0,0,1,25,37,0,0,25,37,15,2,8,25,0,0,0,0,2,0,0,0,54,75,0,0,54,75,46,5,3,53,1,0,0,0,0,0,0,0,33,23,0,0,33,23,25,2,6,32,1,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makhmud Muradov,Caio Borralho,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Daniel Movahedi,Junichiro Kamijo 27 - 30. Vito Paolillo 27 - 30. Clemens Werner 28 - 29.,Middleweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,25,17,18,4,7,13,5,1,1,4,0,3,0,0,0,0,0,1.533333333,0,17,5,4,0,13,5,9,1,3,6,0,7,0,1,0,0,0,1.6,29,5,28,1,1,4,0,1,0,1,0,0,0,1,0,0,1,2.75,12,2,11,0,1,2,0,0,1,1,0,0,0,0,0,1,2,0.766666667,22,5,16,1,6,4,5,1,0,2,0,4,0,1,0,0,0,0.45,28,13,23,7,5,6,4,0,1,3,0,2,0,0,1,1,1,3.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkan Oezdemir,Nikita Krylov,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Marc Goddard,David Lethaby 27 - 30. Anders Ohlsson 28 - 29. Vito Paolillo 28 - 29.,Light Heavyweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,46,26,19,3,27,23,24,0,3,20,4,3,0,1,0,0,0,0.766666667,0,31,33,5,1,26,32,17,7,2,17,8,1,0,2,5,1,0,2.033333333,42,13,31,6,11,7,8,2,1,10,1,0,0,0,0,0,0,0.016666667,54,24,43,8,11,16,10,0,1,9,0,2,0,3,5,0,0,3.466666667,20,10,16,1,4,9,3,1,0,4,0,0,0,0,0,0,0,0,86,23,66,7,20,16,15,5,0,12,4,4,0,2,3,0,0,3.783333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abubakar Nurmagomedov,Gadzhi Omargadzhiev,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 28 - 29. Vito Paolillo 28 - 29. Anders Ohlsson 27 - 30.,Welterweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,33,7,26,0,7,7,5,1,1,7,0,0,0,0,1,0,0,2.95,1,36,13,23,1,13,12,7,4,2,5,8,0,0,1,1,0,0,0.483333333,13,11,8,1,5,10,4,1,0,2,2,1,0,1,1,0,0,3.85,23,12,14,0,9,12,2,7,0,8,0,1,0,0,2,0,0,0.116666667,30,10,2,0,28,10,20,3,5,27,1,0,0,0,1,0,0,1.116666667,20,38,4,1,16,37,13,2,1,12,4,0,0,0,3,0,0,0.533333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armen Petrosyan,AJ Dobson,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 27 - 30. David Lethaby 27 - 30. Darryl Ransom 27 - 30.,Middleweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,35,25,0,0,35,25,12,7,16,34,1,0,0,0,0,0,0,0,1,17,27,2,0,15,27,9,1,5,15,0,0,0,2,0,0,0,0.566666667,40,46,0,0,40,46,9,14,17,33,7,0,0,0,0,0,0,0,21,36,1,0,20,36,11,3,6,18,2,0,0,1,0,0,0,0.15,43,57,0,0,43,57,10,14,19,39,4,0,0,0,1,0,0,0,26,41,3,1,23,40,18,5,0,17,6,0,0,0,0,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad Mokaev,Malcolm Gordon,1,Submission,4:26,3 Rnd (5-5-5),Daniel Movahedi,Armbar From Back Control,Flyweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,52,5,40,1,12,4,7,5,0,8,0,4,0,2,1,0,0,4.333333333,1,6,10,3,0,3,10,1,2,0,3,0,0,0,0,0,0,0,0.166666667,25,5,16,0,9,5,6,3,0,1,0,8,0,2,0,0,0,3.1,14,12,8,3,6,9,6,0,0,2,0,4,0,0,0,1,1,1.233333333,42,1,42,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2.866666667,18,2,10,0,8,2,8,0,0,0,5,3,0,1,0,0,0,1.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karol Rosa,Lina Lansberg,1,Decision - Majority,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge 27 - 29. Darryl Ransom 27 - 29. David Lethaby 28 - 28.,Women's Bantamweight Bout,UFC 280: Oliveira vs. Makhachev,"Abu Dhabi, Abu Dhabi, United Arab Emirates",10/22/22,3,42,7,36,3,6,4,2,1,3,4,1,1,0,1,0,0,0,2.983333333,1,22,5,15,2,7,3,3,4,0,4,3,0,1,0,0,0,0,0.933333333,58,6,43,5,15,1,7,1,7,1,0,14,0,2,0,0,0,4.483333333,28,11,24,3,4,8,3,0,1,2,0,2,0,0,0,0,0,0,60,17,27,2,33,15,22,11,0,19,14,0,0,0,3,0,0,2.266666667,50,16,25,3,25,13,9,16,0,12,13,0,0,0,0,0,0,1.866666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexa Grasso,Viviane Araujo,1,Decision - Unanimous,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Mike Bell 45 - 50. Sal D'amato 46 - 49. Junichiro Kamijo 46 - 49.,Women's Flyweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,5,33,34,1,0,32,34,24,5,3,30,2,0,0,0,0,0,0,0,1,30,25,3,0,27,25,23,1,3,27,0,0,0,0,2,0,0,0.483333333,57,35,19,0,38,35,26,8,4,37,0,1,0,0,0,0,0,0,26,30,6,0,20,30,15,5,0,18,0,2,0,2,1,0,0,1.633333333,34,30,0,0,34,30,20,9,5,34,0,0,0,0,0,0,0,0,30,24,0,0,30,24,25,4,1,30,0,0,0,0,0,0,0,0,36,23,12,0,24,23,15,5,4,20,4,0,0,0,0,0,0,0,33,38,8,2,25,36,16,6,3,22,3,0,0,0,0,0,0,0,33,38,8,2,25,36,16,6,3,22,3,0,0,0,0,0,0,0,32,29,8,1,24,28,21,2,1,24,0,0,0,0,4,0,0,0.55
Cub Swanson,Jonathan Martinez,0,KO/TKO,4:19,3 Rnd (5-5-5),Herb Dean,Kick to Leg At Distance,Bantamweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,2,38,19,7,0,31,19,5,5,21,29,2,0,0,1,0,0,0,0.333333333,0,35,26,2,0,33,26,21,10,2,21,5,7,1,0,1,0,1,1.266666667,22,9,2,0,20,9,5,4,11,19,1,0,0,0,0,0,0,0,31,14,2,0,29,14,19,5,5,16,7,6,1,0,0,0,0,2.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wright,Dusko Todorovic,0,KO/TKO,3:12,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Mount,Middleweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,2,58,4,41,1,17,3,16,1,0,1,5,11,0,3,0,1,0,4.4,0,4,0,1,0,3,0,1,2,0,1,2,0,0,0,2,0,0,0.216666667,8,13,0,0,8,13,4,4,0,6,2,0,0,0,2,0,0,0.65,103,25,45,6,58,19,48,10,0,18,26,14,0,0,2,0,0,0.966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphael Assuncao,Victor Henry,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Kerry Hatley,Mike Bell 27 - 30. Sal D'amato 27 - 30. Bryan Miner 27 - 30.,Bantamweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,3,23,9,0,0,23,9,13,4,6,17,6,0,0,0,2,0,0,0.5,1,25,27,3,1,22,26,10,11,1,20,2,0,0,0,0,0,0,0,35,13,18,1,17,12,11,2,4,9,5,3,0,1,0,0,0,2.266666667,17,13,2,1,15,12,4,5,6,14,1,0,0,0,0,0,0,0,20,10,0,0,20,10,16,2,2,16,4,0,0,1,1,0,0,1.716666667,19,33,1,0,18,33,9,6,3,17,1,0,0,0,1,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misha Cirkunov,Alonzo Menifield,0,KO/TKO,1:28,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,Light Heavyweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,1,6,3,1,0,5,3,2,2,1,3,2,0,0,0,4,0,0,0,0,8,9,0,0,8,9,6,2,0,4,1,3,1,0,0,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mana Martinez,Brandon Davis,1,Decision - Split,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29. Junichiro Kamijo 29 - 28. Tony Weeks 28 - 29.,Bantamweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,3,31,24,0,0,31,24,12,12,7,31,0,0,0,0,0,0,0,0.05,1,24,33,0,0,24,33,14,5,5,23,1,0,0,0,1,0,0,0.066666667,37,25,0,0,37,25,21,10,6,32,3,2,2,0,0,0,0,0.05,29,26,0,0,29,26,14,4,11,29,0,0,0,0,1,0,0,0.466666667,19,26,0,1,19,25,12,3,4,19,0,0,0,1,3,0,0,0.65,31,46,8,0,23,46,15,7,1,17,2,4,0,1,0,0,0,0.983333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Maximov,Jacob Malkoun,0,Decision - Unanimous,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30. Sal D'amato 27 - 30. Chris Lee 27 - 30.,Middleweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,3,19,42,0,0,19,42,17,2,0,19,0,0,0,0,0,0,0,0.066666667,0,38,39,2,0,36,39,35,1,0,34,0,2,0,5,2,0,0,1.166666667,12,17,5,0,7,17,5,2,0,7,0,0,0,0,0,0,0,0,61,31,25,1,36,30,33,2,1,29,1,6,0,1,1,0,0,2.7,25,9,17,0,8,9,7,0,1,8,0,0,0,0,0,0,0,0,30,15,19,3,11,12,10,1,0,3,3,5,0,3,1,0,0,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanderson Brito,Lucas Alexander,1,Submission,2:02,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Featherweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,1,7,4,3,0,4,4,2,0,2,0,4,0,0,2,0,1,0,1.416666667,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piera Rodriguez,Sam Hughes,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Jerin Valel,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Sal D'amato 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,3,20,34,1,0,19,34,7,9,3,14,4,1,0,1,2,0,0,0.283333333,1,22,35,1,0,21,35,18,2,1,18,3,0,0,0,0,0,0,0.016666667,37,17,3,0,34,17,13,17,4,19,13,2,0,3,1,0,0,1.266666667,20,26,3,0,17,26,12,4,1,13,4,0,0,0,0,0,0,0,32,26,2,0,30,26,12,16,2,14,16,0,0,1,3,0,0,0.383333333,36,25,5,0,31,25,25,5,1,24,7,0,0,0,1,0,0,0.483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatsuro Taira,CJ Vergara,1,Submission,4:19,3 Rnd (5-5-5),Kerry Hatley,Armbar From Back Control,Flyweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,2,21,10,8,1,13,9,10,3,0,7,2,4,0,2,2,0,0,3.5,1,8,5,0,0,8,5,4,4,0,4,0,4,0,0,0,0,1,0.516666667,10,5,1,0,9,5,4,2,3,8,1,0,0,1,3,2,0,2.816666667,21,6,10,0,11,6,9,1,1,8,3,0,0,0,0,0,0,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Jackson,Pete Rodriguez,0,KO/TKO,1:33,3 Rnd (5-5-5),Chris Tognoni,Knee to Head At Distance,Welterweight Bout,UFC Fight Night: Grasso vs. Araujo,"Las Vegas, Nevada, USA",10/15/22,1,11,5,1,0,10,5,8,2,0,9,1,0,0,0,1,0,0,0,0,26,13,4,2,22,11,12,8,2,13,6,3,1,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie Dern,Yan Xiaonan,0,Decision - Majority,5:00,5 Rnd (5-5-5-5-5),Chris Tognoni,Junichiro Kamijo 47 - 48. Sal D'amato 47 - 48. Mike Bell 47 - 47.,Women's Strawweight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,5,19,26,3,0,16,26,13,1,2,14,1,1,0,0,4,0,1,1.016666667,0,38,24,10,0,28,24,12,2,14,25,2,1,0,0,0,0,0,0.266666667,56,22,47,16,9,6,8,1,0,4,1,4,0,0,0,2,1,2.733333333,17,1,9,0,8,1,4,1,3,5,0,3,0,0,0,0,0,1.833333333,22,27,4,0,18,27,10,5,3,18,0,0,0,1,3,0,0,0.2,32,34,0,0,32,34,12,3,17,31,1,0,0,0,0,0,0,0.4,30,24,16,0,14,24,10,3,1,13,1,0,0,0,2,0,0,0.783333333,97,16,93,9,4,7,4,0,0,3,0,1,0,1,0,0,0,4.583333333,97,16,93,9,4,7,4,0,0,3,0,1,0,1,0,0,0,4.583333333,15,12,8,7,7,5,7,0,0,5,1,1,0,0,0,0,0,0.216666667
Randy Brown,Francisco Trinaldo,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Sal D'amato 28 - 29. Eric Colon 28 - 29.,Welterweight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,3,27,26,4,0,23,26,8,2,13,21,0,2,1,0,0,1,1,0.633333333,1,13,6,4,0,9,6,1,3,5,9,0,0,0,1,2,0,0,1.066666667,25,44,0,0,25,44,15,6,4,25,0,0,0,0,1,0,0,0,22,18,3,0,19,18,8,6,5,19,0,0,0,0,1,0,0,0.833333333,13,13,1,2,12,11,7,2,3,10,0,2,0,0,0,0,0,0,47,5,35,2,12,3,11,0,1,5,0,7,0,0,0,0,0,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raoni Barcelos,Trevin Jones,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Keith Peterson,Junichiro Kamijo 25 - 30. Doug Crosby 27 - 30. Mike Bell 27 - 30.,Bantamweight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,3,33,10,19,1,14,9,8,6,0,7,1,6,0,1,2,0,0,2.166666667,1,5,14,1,0,4,14,1,0,3,4,0,0,0,0,0,0,0,0,38,21,14,5,24,16,18,4,2,10,0,14,1,0,1,0,0,3.066666667,3,10,1,0,2,10,1,1,0,2,0,0,0,0,1,0,0,0,48,21,13,0,35,21,25,9,1,22,1,12,0,1,0,0,0,1.883333333,7,22,2,0,5,22,3,2,0,5,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodiq Yusuff,Don Shainis,1,Submission,0:30,3 Rnd (5-5-5),Jacob Montalvo,Guillotine Choke After Drop to Guard,Featherweight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,1,9,0,0,0,9,0,1,8,0,2,7,0,0,0,0,1,0,0.033333333,1,9,0,6,0,3,0,0,3,0,1,2,0,0,0,1,0,0,0.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Davis,Viacheslav Borshchev,1,Decision - Unanimous,5:00,3 Rnd (5-5-5),Kerry Hatley,Doug Crosby 28 - 29. Adalaide Byrd 26 - 30. Mike Bell 26 - 30.,Lightweight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,3,59,28,22,4,37,24,34,1,2,9,1,27,0,4,2,0,0,2.866666667,1,22,13,1,0,21,13,8,2,11,20,0,1,0,0,0,0,1,0.233333333,22,27,2,1,20,26,16,2,2,12,0,8,0,3,0,1,0,2.283333333,29,34,3,0,26,34,11,5,10,26,0,0,0,0,0,0,0,0,20,18,12,0,8,18,3,2,3,6,0,2,0,2,0,0,0,2.883333333,33,8,17,0,16,8,10,3,3,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Castaneda,Daniel Santos,0,KO/TKO,4:28,3 Rnd (5-5-5),Keith Peterson,Knee to Head In Clinch,Catch Weight Bout,UFC Fight Night: Dern vs. Yan,"Las Vegas, Nevada, USA",10/1/22,2,50,30,10,1,40,29,34,3,3,27,5,8,1,2,0,0,0,1.666666667,0,19,27,0,0,19,27,15,2,2,12,6,1,0,1,1,0,0,0.25,17,21,0,1,17,20,11,5,1,14,3,0,0,1,3,0,0,0.4,52,39,2,1,50,38,37,12,1,41,8,1,1,1,1,0,0,0.616666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
